departamento_id,avg_yield,cv_yield,avg_volatility,failure_rate,cluster,stability_profile
22039,2016.904761904762,33.95432121191595,782.5,42.857142857142854,0,Low Stability / High Risk
22043,1861.1904761904761,31.381789475042616,655.25,42.857142857142854,0,Low Stability / High Risk
22049,2135.809523809524,32.66854470566864,800.05,47.61904761904761,0,Low Stability / High Risk
22056,1537.3333333333333,31.26804181503745,415.75,44.44444444444444,2,Medium Stability / Structural Underperformance
22063,1628.7142857142858,36.68933262454675,586.45,42.857142857142854,0,Low Stability / High Risk
22070,1806.0,36.481672965132134,815.7,57.14285714285714,0,Low Stability / High Risk
22077,1619.5555555555557,30.880309153030183,661.125,44.44444444444444,0,Low Stability / High Risk
22084,1652.0,27.14211059877543,500.65,57.14285714285714,2,Medium Stability / Structural Underperformance
22091,1661.857142857143,38.33111792147356,667.5,42.857142857142854,0,Low Stability / High Risk
22098,1876.2857142857142,32.25223761300942,698.85,38.095238095238095,0,Low Stability / High Risk
22105,2072.095238095238,34.555056505396514,898.2,52.38095238095239,0,Low Stability / High Risk
22112,1979.2857142857142,29.559304223174287,706.25,38.095238095238095,0,Low Stability / High Risk
22119,1502.75,31.511467569993805,570.5714285714286,37.5,0,Low Stability / High Risk
22133,1654.095238095238,35.12114371091202,662.1,57.14285714285714,0,Low Stability / High Risk
22140,1798.9473684210527,27.866291543553256,551.2222222222222,42.10526315789473,2,Medium Stability / Structural Underperformance
22147,1863.2857142857142,33.82373091206677,686.35,47.61904761904761,0,Low Stability / High Risk
22154,2119.0476190476193,31.022544811475044,660.8,52.38095238095239,2,Medium Stability / Structural Underperformance
22168,1588.5,30.265681715452935,631.8666666666667,43.75,0,Low Stability / High Risk
30008,2069.6190476190477,28.966659264499704,742.45,28.57142857142857,1,High Stability / High Performance
30015,2267.9523809523807,23.11566500203889,627.05,38.095238095238095,1,High Stability / High Performance
30021,2431.8571428571427,25.58857932610711,762.3,47.61904761904761,1,High Stability / High Performance
30028,2214.5714285714284,21.09303295483437,530.1,38.095238095238095,1,High Stability / High Performance
30035,2295.4761904761904,22.75070752606713,622.45,38.095238095238095,1,High Stability / High Performance
30042,2173.6190476190477,23.32514299867296,584.8,38.095238095238095,1,High Stability / High Performance
30049,2350.0,25.80331988985452,769.85,38.095238095238095,1,High Stability / High Performance
30056,2214.6666666666665,27.044646608077876,782.85,33.33333333333333,1,High Stability / High Performance
30070,2384.5714285714284,23.764572545474532,626.6,42.857142857142854,1,High Stability / High Performance
30077,2126.0476190476193,27.838371435722127,755.9,33.33333333333333,1,High Stability / High Performance
30084,2426.7619047619046,25.619487649134243,759.9,38.095238095238095,1,High Stability / High Performance
30088,1995.142857142857,29.6972602537834,771.0,28.57142857142857,1,High Stability / High Performance
30091,2137.809523809524,25.93286331548701,712.9,38.095238095238095,1,High Stability / High Performance
30098,2205.6190476190477,25.780435294956156,717.8,38.095238095238095,1,High Stability / High Performance
30105,2392.285714285714,25.718600039632268,749.75,28.57142857142857,1,High Stability / High Performance
30113,2051.904761904762,31.953563275199347,877.55,33.33333333333333,0,Low Stability / High Risk
34000,1887.5,29.196484408696747,190.9090909090909,41.66666666666667,2,Medium Stability / Structural Underperformance
34007,1577.4285714285713,34.841483020003736,816.0,28.57142857142857,0,Low Stability / High Risk
34014,1369.5,38.156400970927976,739.0,50.0,0,Low Stability / High Risk
34021,2097.125,32.19517607552538,504.0,50.0,2,Medium Stability / Structural Underperformance
34035,1858.375,25.81442248295607,554.2857142857143,50.0,2,Medium Stability / Structural Underperformance
34042,1970.375,27.065585152055792,478.7142857142857,37.5,2,Medium Stability / Structural Underperformance
34049,2094.0,28.202958100960412,445.14285714285717,37.5,2,Medium Stability / Structural Underperformance
34056,2121.0,31.334336483453274,670.5714285714286,50.0,0,Low Stability / High Risk
38014,2374.0,20.31189446242391,539.2941176470588,55.55555555555556,2,Medium Stability / Structural Underperformance
38021,2392.25,21.197099247143605,590.9090909090909,58.333333333333336,2,Medium Stability / Structural Underperformance
38035,2437.2105263157896,19.39826272205794,505.55555555555554,47.368421052631575,2,Medium Stability / Structural Underperformance
38042,2385.3571428571427,23.757681016919996,622.9230769230769,42.857142857142854,1,High Stability / High Performance
38056,2400.0588235294117,21.34678499486424,575.0,52.94117647058824,2,Medium Stability / Structural Underperformance
38063,2432.190476190476,18.999532377693672,502.45,38.095238095238095,1,High Stability / High Performance
38070,2418.4285714285716,18.774226200022103,498.45,47.61904761904761,2,Medium Stability / Structural Underperformance
38105,2150.0,9.866606249114616,300.0,50.0,2,Medium Stability / Structural Underperformance
42007,1926.6190476190477,32.28487490909018,491.5,42.857142857142854,2,Medium Stability / Structural Underperformance
42021,1784.4285714285713,30.902914650983465,526.25,52.38095238095239,2,Medium Stability / Structural Underperformance
42028,2240.7619047619046,30.87726066054981,626.1,47.61904761904761,2,Medium Stability / Structural Underperformance
42035,1939.952380952381,40.455067835612255,706.35,52.38095238095239,0,Low Stability / High Risk
42056,2767.722222222222,22.09907376786321,755.7058823529412,50.0,1,High Stability / High Performance
42070,985.7333333333333,51.033595417418475,407.42857142857144,46.666666666666664,0,Low Stability / High Risk
42105,2794.2380952380954,26.437772709047902,730.0,47.61904761904761,1,High Stability / High Performance
42119,2516.9523809523807,25.914754235339245,648.25,47.61904761904761,2,Medium Stability / Structural Underperformance
42126,2074.190476190476,35.15128287774324,772.6,52.38095238095239,0,Low Stability / High Risk
42133,2301.6190476190477,29.931099278023144,701.85,52.38095238095239,2,Medium Stability / Structural Underperformance
42140,1491.0,39.697471717391224,411.8421052631579,55.00000000000001,2,Medium Stability / Structural Underperformance
42147,1940.0,35.789424851987356,718.35,47.61904761904761,0,Low Stability / High Risk
42154,1347.65,36.10437194551249,307.4736842105263,55.00000000000001,2,Medium Stability / Structural Underperformance
54000,1283.25,64.65671754665897,643.0,75.0,0,Low Stability / High Risk
54014,2350.294117647059,26.86783540578352,691.3125,41.17647058823529,1,High Stability / High Performance
54049,2543.529411764706,25.6546863620917,692.5625,35.294117647058826,1,High Stability / High Performance
54056,2470.294117647059,26.288433445567076,690.875,35.294117647058826,1,High Stability / High Performance
54070,2256.823529411765,33.333498001115444,779.125,29.411764705882355,1,High Stability / High Performance
54084,2900.0,29.259590945650242,1200.0,50.0,0,Low Stability / High Risk
54091,2342.235294117647,29.040125722179532,687.625,41.17647058823529,1,High Stability / High Performance
54105,2293.5882352941176,27.189582955770987,656.0,41.17647058823529,1,High Stability / High Performance
54112,2434.9411764705883,27.197127142806426,705.875,35.294117647058826,1,High Stability / High Performance
54119,2436.6470588235293,27.07586306373712,707.875,35.294117647058826,1,High Stability / High Performance
66007,2316.8571428571427,28.048703430654193,513.7,42.857142857142854,2,Medium Stability / Structural Underperformance
66028,2397.823529411765,15.117986053554997,320.125,29.411764705882355,1,High Stability / High Performance
66035,2390.470588235294,15.764947135507656,341.5625,29.411764705882355,1,High Stability / High Performance
66042,2331.4117647058824,16.95314926457335,392.625,35.294117647058826,1,High Stability / High Performance
66049,2312.470588235294,18.711381946416775,447.125,35.294117647058826,1,High Stability / High Performance
66056,2166.3333333333335,25.14592512112605,580.35,42.857142857142854,2,Medium Stability / Structural Underperformance
66063,2344.3333333333335,18.15530364258858,413.2142857142857,33.33333333333333,1,High Stability / High Performance
66077,2018.75,20.576995775923045,371.3333333333333,50.0,2,Medium Stability / Structural Underperformance
66084,2215.0,26.413300805210717,549.05,42.857142857142854,2,Medium Stability / Structural Underperformance
66098,2293.8823529411766,16.943104012529485,355.875,23.52941176470588,1,High Stability / High Performance
66112,2295.2380952380954,25.257307909746586,467.9,28.57142857142857,1,High Stability / High Performance
66126,2164.1428571428573,25.26001078918133,573.0,42.857142857142854,2,Medium Stability / Structural Underperformance
66133,2058.705882352941,24.482632323999447,549.625,47.05882352941176,2,Medium Stability / Structural Underperformance
66140,2289.4761904761904,25.215691400045532,495.75,28.57142857142857,1,High Stability / High Performance
66147,2407.176470588235,15.614678080444966,326.25,35.294117647058826,1,High Stability / High Performance
74000,1596.5,38.57751371208787,871.0,50.0,0,Low Stability / High Risk
74007,3091.3888888888887,13.965044702349807,555.7647058823529,55.55555555555556,2,Medium Stability / Structural Underperformance
74021,2314.5263157894738,24.65505424072599,505.8888888888889,36.84210526315789,1,High Stability / High Performance
74028,2001.4736842105262,24.65925655095005,489.6666666666667,47.368421052631575,2,Medium Stability / Structural Underperformance
74035,2116.7894736842104,21.863423309217875,438.6666666666667,52.63157894736842,2,Medium Stability / Structural Underperformance
74042,1796.0526315789473,24.60430591629668,338.8888888888889,52.63157894736842,2,Medium Stability / Structural Underperformance
74049,2589.9375,22.30490610412124,556.2,50.0,2,Medium Stability / Structural Underperformance
74056,2256.8947368421054,23.34601023084315,454.22222222222223,47.368421052631575,2,Medium Stability / Structural Underperformance
74063,2074.0,25.979302190737535,551.0,52.94117647058824,2,Medium Stability / Structural Underperformance
82007,3200.6666666666665,15.681475430641628,627.0,33.33333333333333,1,High Stability / High Performance
82014,3267.6315789473683,17.888669947119126,568.5,36.84210526315789,1,High Stability / High Performance
82021,2951.6315789473683,17.10282249024569,570.8888888888889,36.84210526315789,1,High Stability / High Performance
82028,3045.2631578947367,22.621753719981474,651.8333333333334,42.10526315789473,1,High Stability / High Performance
82035,2431.5714285714284,23.529081969599478,736.55,42.857142857142854,1,High Stability / High Performance
82042,3278.35,17.02436570133333,639.2105263157895,35.0,1,High Stability / High Performance
82049,1575.6666666666667,42.06220622511425,817.65,42.857142857142854,0,Low Stability / High Risk
82056,3200.222222222222,16.854201990365762,506.0,33.33333333333333,1,High Stability / High Performance
82063,2671.9523809523807,22.55543304764453,661.5,42.857142857142854,1,High Stability / High Performance
82070,2938.095238095238,19.165444286014598,631.85,42.857142857142854,1,High Stability / High Performance
82077,2044.904761904762,35.757599532275826,817.95,47.61904761904761,0,Low Stability / High Risk
82084,2884.9,26.312810872368726,798.6842105263158,40.0,1,High Stability / High Performance
82091,2383.5238095238096,25.884351975848336,848.2,42.857142857142854,1,High Stability / High Performance
82098,1786.142857142857,38.00517560522521,827.0,47.61904761904761,0,Low Stability / High Risk
82105,2957.5,23.63706446803681,824.4736842105264,50.0,1,High Stability / High Performance
82112,2484.5238095238096,25.13766726987437,758.0,42.857142857142854,1,High Stability / High Performance
82119,3112.65,22.750711432920177,749.6842105263158,40.0,1,High Stability / High Performance
82126,3112.4444444444443,18.060061823355138,641.4705882352941,44.44444444444444,1,High Stability / High Performance
82133,1884.4761904761904,39.82959410159233,915.7,47.61904761904761,0,Low Stability / High Risk
86007,2192.9523809523807,42.68569654757493,895.0,38.095238095238095,0,Low Stability / High Risk
86014,2423.25,38.20046128373799,718.7894736842105,40.0,0,Low Stability / High Risk
86021,2246.6666666666665,34.32017254985405,1190.0,66.66666666666666,0,Low Stability / High Risk
86028,2399.3333333333335,30.483569170145596,521.4285714285714,40.0,1,High Stability / High Performance
86035,2379.2380952380954,28.70851765740573,625.4,38.095238095238095,1,High Stability / High Performance
86042,2538.0476190476193,34.36041447769879,867.15,42.857142857142854,0,Low Stability / High Risk
86049,2513.0,27.2133347410961,690.2631578947369,55.00000000000001,2,Medium Stability / Structural Underperformance
86056,2230.2380952380954,35.238186995797115,690.45,38.095238095238095,0,Low Stability / High Risk
86063,2040.3333333333333,48.11769362932041,849.55,38.095238095238095,0,Low Stability / High Risk
86070,2095.1428571428573,39.72861351965246,771.1,38.095238095238095,0,Low Stability / High Risk
86077,2519.3333333333335,34.56415707078422,784.6,42.857142857142854,0,Low Stability / High Risk
86084,2103.1428571428573,51.909216472960736,975.3,33.33333333333333,0,Low Stability / High Risk
86091,2661.7619047619046,29.47710468323536,783.0,38.095238095238095,1,High Stability / High Performance
86098,2442.190476190476,35.47079713872059,790.15,42.857142857142854,0,Low Stability / High Risk
86105,2477.266666666667,29.938904772458407,773.7857142857143,33.33333333333333,1,High Stability / High Performance
86112,2176.4761904761904,44.36611442692928,1003.0,47.61904761904761,0,Low Stability / High Risk
86119,2431.5714285714284,36.049946773810944,747.15,42.857142857142854,0,Low Stability / High Risk
86126,1666.6666666666667,86.25543461139131,1300.0,50.0,0,Low Stability / High Risk
86133,2622.0476190476193,29.203116744667394,811.7,42.857142857142854,1,High Stability / High Performance
86140,2575.0,32.2392476515528,1433.3333333333333,50.0,0,Low Stability / High Risk
86147,2430.2,31.046871123694043,665.9473684210526,50.0,2,Medium Stability / Structural Underperformance
86154,2382.8571428571427,30.94658861526521,671.7,42.857142857142854,1,High Stability / High Performance
86161,2528.714285714286,29.951438515857852,681.65,52.38095238095239,2,Medium Stability / Structural Underperformance
86175,2345.5714285714284,27.483761952385578,646.85,38.095238095238095,1,High Stability / High Performance
86182,2426.7,33.203705108942025,792.5555555555555,30.0,1,High Stability / High Performance
86189,2393.1,32.07909221301796,746.4736842105264,50.0,0,Low Stability / High Risk
90007,2455.3,25.810775826905243,612.2631578947369,40.0,1,High Stability / High Performance
90014,2547.55,22.546018544405307,549.5263157894736,35.0,1,High Stability / High Performance
90021,2672.7,15.426767447821671,452.42105263157896,40.0,1,High Stability / High Performance
90028,2642.2,18.08847007311001,477.7894736842105,50.0,2,Medium Stability / Structural Underperformance
90035,2373.1,26.0580839011741,564.6842105263158,35.0,1,High Stability / High Performance
90042,2656.7,18.947675026247087,496.1578947368421,45.0,2,Medium Stability / Structural Underperformance
90049,2473.95,24.1684108145977,586.7368421052631,40.0,1,High Stability / High Performance
90056,2437.75,22.93650530248606,544.6315789473684,40.0,1,High Stability / High Performance
90063,2709.9,14.943207767869316,389.2631578947368,55.00000000000001,2,Medium Stability / Structural Underperformance
90070,2609.15,21.30408216178661,555.7894736842105,50.0,2,Medium Stability / Structural Underperformance
90077,2685.2,14.568040324946688,363.3157894736842,40.0,1,High Stability / High Performance
90084,2323.6363636363635,40.15388416287962,874.0,36.36363636363637,0,Low Stability / High Risk
90091,2488.1,21.867937404386854,470.63157894736844,30.0,1,High Stability / High Performance
90105,2617.5263157894738,17.17958578045196,366.44444444444446,42.10526315789473,2,Medium Stability / Structural Underperformance
90119,2800.0,10.949792654825636,370.0,36.36363636363637,1,High Stability / High Performance
